-1,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
241,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,Biography & Autobiography,0,NOT_MATURE,na,1942,692
242,Stevie Wonder's Songs in the Key of Life,['Zeth Lundy'],en,Music,0,NOT_MATURE,Bloomsbury Publishing USA,2007-01-15,160
243,Key Notes of Health and a Century of Life,['Charles Winfield Scott'],en,Hygiene,0,NOT_MATURE,na,1895,201
244,Growing Through Life's Challenges,['James Reapsome'- 'Martha Reapsome'],en,Religion,4.5,NOT_MATURE,Shaw Books,2009-12-16,112
245,Handbook of Adolescent Psychology- Individual Bases of Adolescent Development,['Richard M. Lerner'- 'Laurence Steinberg- PhD'],en,Psychology,2,MATURE,John Wiley & Sons,2009,823
246,A Critical Dictionary of English Literature and British and American Authors- Living and Deceased,['Samuel Austin Allibone'],en,American literature,0,NOT_MATURE,na,1896,3140
247,The Post-Truth Era,['Ralph Keyes'],en,Social Science,0,NOT_MATURE,St. Martin's Press,2004-10-03,320
248,The early life of Robert M. La Follette- 1855-1884,['David Paul Thelen'],en,History,0,NOT_MATURE,na,1966,147
249,Academic Press Dictionary of Science and Technology,['Christopher G. Morris'- 'Academic Press'],en,Computers,0,NOT_MATURE,Gulf Professional Publishing,1992,2432
250,Data Science on the Google Cloud Platform,['Valliappa Lakshmanan'],en,Computers,0,NOT_MATURE,"""O'Reilly Media- Inc.""",2017-12-12,404
251,The Oxford Handbook of Research Strategies for Clinical Psychology,['Jonathan S. Comer'- 'Philip C. Kendall'],en,Psychology,0,NOT_MATURE,Oxford University Press,2013-03-26,476
252,Data Science and Knowledge Engineering for Sensing Decision Support,['Jun Liu'- 'Jie Lu'- 'Yang Xu'- 'Luis Martinez'- 'Etienne E Kerre'],en,Computers,0,NOT_MATURE,World Scientific,2018-07-26,1624
253,Population Health Science,['Katherine M. Keyes'- 'Sandro Galea'- 'Robert a Knox Professor and Dean Sandro Galea- MD'],en,na,0,NOT_MATURE,Oxford University Press,2016-08-04,224
254,Business data processing,['Elias M. Awad'],en,Computers,0,NOT_MATURE,Prentice Hall,1974-11-01,722
255,Reverse Acronyms- Initialisms & Abbreviations Dictionary,na,en,Abbreviations,0,NOT_MATURE,na,2008,0
256,Cryptographic Hardware and Embedded Systems – CHES 2008,['Elisabeth Oswald'],en,Computers,0,NOT_MATURE,Springer Science & Business Media,2008-07-18,442
257,The Biblical Basis for Modern Science,['Dr. Henry M. Morris'],en,Religion,5,NOT_MATURE,New Leaf Publishing Group,2002-06-01,478
258,Hearings- reports and prints of the House Committee on Science and Astronautics,na,en,na,0,NOT_MATURE,na,1967,0
259,Carpentry and joinery,['Pearson Education'],en,Carpentry,0,NOT_MATURE,Heinemann,2006,424
260,Retail Crime- Security- and Loss Prevention,['Charles A. Sennewald'- 'John H. Christman'],en,Social Science,0,NOT_MATURE,Elsevier,2011-08-29,704
261,Symposium on Electronics Maintenance,na,en,Electronic apparatus and appliances,0,NOT_MATURE,na,1955,214
262,Symposium on Electronics Maintenance,['United States. Office of the Assistant Secretary of Defense (Research and Development) ADVISORY PANEL ON PERSONNEL AND TRAINING RESEARCH'],en,Electronic apparatus and appliances,0,NOT_MATURE,na,1955,214
263,Selected Areas in Cryptography -- SAC 2013,['Tanja Lange'- 'Kristin Lauter'- 'Petr Lisoněk'],en,Computers,0,NOT_MATURE,Springer,2014-05-20,590
264,Modern Concepts of Security,['James Ohwofasa Akpeninor'],en,Philosophy,0,NOT_MATURE,AuthorHouse,2012-06-01,344
265,English Mechanic and World of Science,na,en,Mechanics,0,NOT_MATURE,na,1898,0
266,Research Bulletin,na,en,na,0,NOT_MATURE,na,1951,0
267,Mechanics Magazine,['John I Knight'],en,na,0,NOT_MATURE,na,1868,0
268,Building Security Standards,"['Donald R. Hughes'- 'Gary R. Cooper'- ""California. Attorney General's Building Security Commission",en,Burglary protection,0,NOT_MATURE,na,1974,57
269,Fifty Years' Observations of Men and Events- Civil and Military,['Erasmus Darwin Keyes'],en,Fair Oaks (Henrico County- Va.)- Battle of- 1862,0,NOT_MATURE,na,1884,515
270,Emanuel Law Outlines for Civil Procedure- Keyed to Yeazell,['John T. Cross'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2016-06-13,400
271,Civil Procedure,['Casenotes'- 'Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Aspen Publishers Online,10-Aug,228
272,Casenote Legal Briefs for Civil Procedure- Keyed to Friedenthal- Miller- Sexton- and Hershkoff,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Aspen Publishers,2018-12-29,240
273,Casenote Legal Briefs for Civil Procedure Keyed to Hazard- Tait- Fletcher and Bundy,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2010-05-03,144
274,Casenote Legal Briefs for Civil Procedure Keyed to Subrin- Minow- Brodin- Main- and Lahav,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2016-08-31,170
275,Casenote Legal Briefs for Civil Procedure- Keyed to Yeazell and Schwartz,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Aspen Publishers,2019-02-25,168
276,Proceedings of the Second International Conference on Computing in Civil Engineering- 5-9 June 1985- Hangzhou- China,['Zhao'],en,Technology & Engineering,0,NOT_MATURE,Elsevier Science Limited,1985,1237
277,A Bibliography of Florida: 1881-1899,['James Albert Servies'- 'Lana D. Servies'],en,Catalogs- Union,0,NOT_MATURE,na,1993,559
278,Engineering Mechanics Devoted to Mechanical Civil- Mining and Electrical Engineering,na,en,na,0,NOT_MATURE,na,1890,0
279,Library of Congress Subject Headings,na,en,Subject headings- Library of Congress,0,NOT_MATURE,na,2011,0
280,Library of Congress Subject Headings,['Library of Congress. Cataloging Policy and Support Office'],en,Subject headings- Library of Congress,4,NOT_MATURE,na,2002,0
281,Rap Music and Street Consciousness,['Cheryl Lynette Keyes'],en,Music,5,NOT_MATURE,University of Illinois Press,2004,302
282,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
283,That's the Joint!,['Murray Forman'- 'Mark Anthony Neal'],en,Music,4,NOT_MATURE,Psychology Press,04-Jan,628
284,Columbian Cyclopedia,na,en,Encyclopedias and dictionaries,0,NOT_MATURE,na,1897,0
285,Alden's Manifold Cyclopedia of Knowledge and Language,na,en,Encyclopedias and dictionaries,0,NOT_MATURE,na,1890,0
286,Ethnomusicology at UCLA.,na,en,Ethnomusicologists,0,NOT_MATURE,na,1997,0
287,Catalog of Copyright Entries,na,en,American drama,0,NOT_MATURE,na,1973,0
288,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
289,Tales From Boilermaker Country: A Collection of the Greatest Stories Ever Told,['Doug Griffiths'],en,Music,0,NOT_MATURE,Simon and Schuster,2012-01-31,999
290,War Football,['Chris Serb'],en,Sports & Recreation,0,NOT_MATURE,Rowman & Littlefield,2019-06-26,296
291,African Americans in Sports,['David K. Wiggins'],en,History,0,NOT_MATURE,Routledge,2015-03-26,488
292,Black Champions of the Gridiron,['Andrew Sturgeon Young'],en,Football,0,NOT_MATURE,na,1969,120
293,Football's Most Wanted,['Floyd Conner'],en,Sports & Recreation,0,NOT_MATURE,Potomac Books- Inc.,2011,300
294,The USA TODAY College Football Encyclopedia 2008-2009,['Bob Boyles'- 'Paul Guido'],en,Biography & Autobiography,3,NOT_MATURE,Skyhorse Publishing Inc.,2008-08-04,1335
295,ESPN college football encyclopedia,['Michael MacCambridge'- 'ESPN (Television network)'],en,Reference,5,NOT_MATURE,ESPN Books,2005-09-01,1629
296,The Howitzer,na,en,na,0,NOT_MATURE,na,1913,0
297,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
298,American Book Publishing Record,na,en,American literature,0,NOT_MATURE,na,1970,0
299,Casenote Legal Briefs for Sports Law- Keyed to Weiler- Roberts- Abrams- and Ross,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2011-02-28,180
300,Casenote Legal Briefs for Taxation- Keyed to Freeland- Lathrope- and Stephens,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2013-11-15,156
301,School Activities,na,en,na,0,NOT_MATURE,na,1960,0
302,Casenote Legal Briefs for Torts- Keyed to Goldberg Sebok and Ziprusky,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2016-07-20,189
303,School Activities and the Library,na,en,School libraries,0,NOT_MATURE,na,1960,0
304,Casenote Legal Briefs for Contracts- Keyed to Calamari- Periilo- Bender- and Brown,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2011-10-11,144
305,Contracts,['Aspen Publishers'],en,Law,0,NOT_MATURE,Aspen Publishers Online,2007-12-17,275
306,Higher Education Exchange 78/79,['Janet A. Mitchell'],en,Universities and colleges,0,NOT_MATURE,na,1978,766
307,A Multiple-continuous Offense for High School Basketball,['James Cathcart'- 'Jim Cathcart'],en,Basketball,0,NOT_MATURE,na,1968,205
308,The Coaching Clinic,na,en,Coaching (Athletics),0,NOT_MATURE,na,1970,0
309,Cumulative List of Organizations Described in Section 170 (c) of the Internal Revenue Code of 1986,na,en,Charitable uses- trusts- and foundations,0,NOT_MATURE,na,2003,0
310,Cumulative List of Organizations Described in Section 170 (c) of the Internal Revenue Code of 1954,na,en,Charitable uses- trusts- and foundations,0,NOT_MATURE,na,2003,0
311,Our Ewing family,['Laura Dingle Ewing'],en,na,0,NOT_MATURE,na,1978,503
312,Century of American Savings Banks,['James Hilton Manning'],en,Savings banks,0,NOT_MATURE,na,1917,0
313,Best books on the stock market,['Sheldon Zerden'],en,Business & Economics,0,NOT_MATURE,R. R. Bowker,1972,168
314,Cracks in My Foundation,['Marian Keyes'],en,Fiction,3,NOT_MATURE,Harper Collins,2009-10-13,368
315,Guide to U.S. Foundations- Their Trustees- Officers- and Donors,na,en,Charitable uses- trusts- and foundations,5,NOT_MATURE,na,2006,0
316,Corporate Giving Directory,['Verne Thompson'],en,Business & Economics,0,NOT_MATURE,Information Today Incorporated,06-Nov,1500
317,The Foundation Directory,na,en,Endowments,0,NOT_MATURE,na,1960,0
318,Key and allied families,['Janie Warren Hollingsworth Lane'],en,na,0,NOT_MATURE,na,1931,495
319,Text Processing in Python,['David Mertz'],en,Computers,4.5,NOT_MATURE,Addison-Wesley Professional,2003,520
320,Python in a Nutshell,['Alex Martelli'],en,Computers,3.5,NOT_MATURE,"""O'Reilly Media- Inc.""",2006-07-14,738
321,Programming Python,['Mark Lutz'],en,Computers,2,NOT_MATURE,"""O'Reilly Media- Inc.""",2010-12-14,1632
322,Mastering Python for Networking and Security,['José Manuel Ortega'],en,Computers,0,NOT_MATURE,Packt Publishing Ltd,2018-09-28,426
323,SAS Viya,['Kevin D. Smith'- 'Xiangxiang Meng'],en,Computers,0,NOT_MATURE,SAS Institute,2018-02-08,306
324,Python Essential Reference,['David Beazley'],en,Computers,4,NOT_MATURE,Addison-Wesley Professional,2009-06-29,744
325,Python Programming for Arduino,['Pratik Desai'],en,Computers,0,NOT_MATURE,Packt Publishing Ltd,2015-02-27,400
326,Effective Python,['Brett Slatkin'],en,Computers,0,NOT_MATURE,Addison-Wesley Professional,2015-02-12,256
327,Programming with Python,['Tim Altom'],en,Computers,0,NOT_MATURE,Premier Press,1999,372
328,Game Programming with Python- Lua- and Ruby,['Tom Gutschmidt'],en,Computers,0,NOT_MATURE,Course Technology,2003,437
329,Python Web Scraping Cookbook,['Michael Heydt'],en,Computers,0,NOT_MATURE,Packt Publishing Ltd,2018-02-09,364
330,Topics in Cryptology – CT-RSA 2018,['Nigel P. Smart'],en,Computers,0,NOT_MATURE,Springer,2018-07-04,514
331,Python All-in-One For Dummies,['John Shovic'- 'Alan Simpson'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2019-05-07,704
332,Understanding the Interactive Digital Media Marketplace: Frameworks- Platforms- Communities and Issues,['Sharma- Ravi S.'],en,Computers,0,NOT_MATURE,IGI Global,2011-10-31,427
333,Enterprise 2.0,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,425
334,the scientific review and scientific and literary review,na,en,na,0,NOT_MATURE,na,1881,0
335,Engineering and Mining Journal,na,en,Engineering,0,NOT_MATURE,na,1892,0
336,يوميات آن فرانك,na,en,na,0,NOT_MATURE,na,2009,0
337,Paper Trade Journal,na,en,Paper industry,0,NOT_MATURE,na,1951,0
338,American Machinist,na,en,Machinery,0,NOT_MATURE,na,1890,0
339,Academic Press Dictionary of Science and Technology,['Christopher G. Morris'- 'Academic Press'],en,Computers,0,NOT_MATURE,Gulf Professional Publishing,1992,2432
340,Computer Programming And Operating Guide,['Shashank Johri'],en,na,0,NOT_MATURE,Diamond Pocket Books (P) Ltd.,1983-01-01,160
341,Programming Amazon Web Services,['James Murty'],en,Computers,3.5,NOT_MATURE,"""O'Reilly Media- Inc.""",2008-03-25,604
342,Structured Programming with COBOL Examples,['Earl H. Parsons'],en,Computers,0,NOT_MATURE,iUniverse,2002-11-01,196
343,Planning a library building: the major steps,['American Library Association. Buildings Committee'],en,Architecture,0,NOT_MATURE,na,1955,80
344,Concurrent Programming on Windows,['Joe Duffy'],en,Computers,0,NOT_MATURE,Pearson Education,2008-10-28,1008
345,Modula-2 Programming,['B. J. Holmes'],en,Computers,0,NOT_MATURE,Cengage Learning EMEA,1994,456
346,Dictionary of Acronyms and Technical Abbreviations,['J. Vlietstra'],en,Computers,0,NOT_MATURE,Springer Science & Business Media,2001-02-23,696
347,MOS databook,['National Semiconductor Corporation'],en,Technology & Engineering,0,NOT_MATURE,na,1980,883
348,Michigan Education Directory and Buyer's Guide,['Henry Romaine Pattengill'],en,Education,0,NOT_MATURE,na,1970,0
349,Solar Heating and Cooling Demonstration Act of 1974- Oversight Hearings,['Fusion Advisory Panel (U.S.)'],en,Solar air conditioning,0,NOT_MATURE,na,1975,979
350,Solar Heating and Cooling Demonstration Act of 1974- Oversight Hearings,['United States. Congress. House. Committee on Science and Technology. Subcommittee on Energy Research- Development- and Demonstration'],en,Solar air conditioning,0,NOT_MATURE,na,1975,979
351,New Scientist,na,en,na,0,NOT_MATURE,na,1976-01-15,56
352,Solar Home Heating and Cooling Demonstration Act,['United States. Congress. Senate. Committee on Banking- Housing- and Urban Affairs. Subcommittee on Housing and Urban Affairs'],en,Energy conservation,0,NOT_MATURE,na,1974,124
353,Consumer Handbook of Solar Energy for the United States and Canada,['John H. Keyes'],en,Solar energy,0,NOT_MATURE,Dobbs Ferry- N.Y. : Morgan & Morgan,1979-01-01,273
354,Disposal of brine by solar evaporation,['Conrad G. Keyes'- 'United States. Office of Saline Water'- 'New Mexico State University'],en,Technology & Engineering,0,NOT_MATURE,na,1970,152
355,New Scientist,na,en,Science,0,NOT_MATURE,na,1976,0
356,Solar Energy in Developing Countries,['A. Eggers-Lura'],en,Developing countries,0,NOT_MATURE,Pergamon,Jan-79,205
357,Alternative Sources of Energy,na,en,Power (Mechanics),0,NOT_MATURE,na,1978,0
358,Architecture Series: Bibliography,na,en,Architecture,0,NOT_MATURE,na,1981,0
359,Bulletin,na,en,Geology,0,NOT_MATURE,na,1913,0
360,The Nature of Symbiotic Stars,['M. Friedjung'- 'Roberto Viotti'],en,Science,0,NOT_MATURE,Springer Science & Business Media,2012-12-06,329
361,Mineral Resources of Southwestern Oregon,['Joseph Silas Diller'],en,Geology,0,NOT_MATURE,na,1913,147
362,Geological Survey Bulletin,na,en,Geology,0,NOT_MATURE,na,1949,0
363,A Life of Barbara Stanwyck,['Victoria Wilson'],en,Biography & Autobiography,2.5,NOT_MATURE,Simon and Schuster,2013-11-12,1056
364,From the Dreadnought to Scapa Flow,['Arthur J Marder'],en,History,0,NOT_MATURE,Seaforth Publishing,2014-06-13,425
365,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
366,Leonard Maltin's movie encyclopedia,['Leonard Maltin'- 'Spencer Green'- 'Luke Sader'],en,Biography & Autobiography,0,NOT_MATURE,E P Dutton,1994-11-01,976
367,From the Dreadnought to Scapa Flow: Victory and aftermath,['Arthur Jacob Marder'],en,Great Britain,0,NOT_MATURE,na,1970,416
368,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
369,Princeton Alumni Weekly,na,en,na,0,NOT_MATURE,princeton alumni weekly,1918,0
370,Black Champions of the Gridiron,['Andrew Sturgeon Young'],en,Football,0,NOT_MATURE,na,1969,120
371,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
372,Indian Gaming Regulatory Act,['United States. Congress. Senate. Committee on Indian Affairs (1993- )'],en,Gambling on Indian reservations,0,NOT_MATURE,na,2003,0
373,The Eisenhowers,['Steve Neal'],en,Biography & Autobiography,0,NOT_MATURE,na,1984,508
374,Code of Federal Regulations,na,en,Administrative law,0,NOT_MATURE,na,2006,0
375,List of C.F.R. Sections Affected,na,en,Administrative law,0,NOT_MATURE,na,1983-01-01,0
376,American Lawn Tennis,na,en,Tennis,0,NOT_MATURE,na,1898,0
377,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
378,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
379,Sammy Keyes and the Sisters of Mercy,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,240
380,Enterprise 2.0,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,425
381,Sammy Keyes and the Wedding Crasher,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Knopf Books for Young Readers,2010-10-12,304
382,Soil Conservation,na,en,Soil conservation,0,NOT_MATURE,na,Aug-79,0
383,The Phone Book,na,en,Johannesburg (South Africa),0,NOT_MATURE,na,2001,0
384,National Petroleum News,na,en,Petroleum,0,NOT_MATURE,na,1979,0
385,The Keyes of the Kingdom of Heaven,['John Cotton'],en,Congregational churches,0,NOT_MATURE,na,1843,108
386,Marconi's International Register,na,en,Cables- Submarine,0,NOT_MATURE,na,1998,0
387,NPN Fact Book,na,en,Petroleum industry and trade,0,NOT_MATURE,na,1979,0
388,Who's who Among Students in American Universities and Colleges,['Henry Pettus Randall'],en,Students,0,NOT_MATURE,na,1995,0
389,Smart Phone and Next Generation Mobile Computing,['Pei Zheng'- 'Lionel Ni'],en,Computers,0,NOT_MATURE,Elsevier,2010-07-19,350
390,Smartphones,['Mohammad Ilyas'- 'Syed A. Ahson'],en,Technology & Engineering,0,NOT_MATURE,Intl. Engineering Consortiu,2006,249
391,Casenote Legal Briefs for Criminal Procedure Keyed to Dressler and Thomas,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2017-06-05,228
392,The Complete Book of Locks and Locksmithing- Seventh Edition,['Bill Phillips'],en,Technology & Engineering,5,NOT_MATURE,McGraw Hill Professional,2016-10-21,0
393,Casenote Legal Briefs for Contracts- Keyed to Knapp- Crystal- and Prince,['Casenote Legal Briefs'],en,Law,0,NOT_MATURE,Wolters Kluwer Law & Business,2019-05-07,204
394,Asia Electronics Industry,na,en,Computer industry,0,NOT_MATURE,na,2003,0
395,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
396,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
397,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
398,The Phone Book,na,en,Johannesburg (South Africa),0,NOT_MATURE,na,2001,0
399,Politics in Pacific Asia,['X. Huang'- 'Jason Young'],en,Political Science,0,NOT_MATURE,Palgrave,2016-11-04,328
400,Music- Education- and Religion,['Alexis Anja Kallio'- 'Philip Alperson'- 'Heidi Westerlund'],en,Music,0,NOT_MATURE,Indiana University Press,2019-10-01,344
401,Religious Commodifications in Asia,['Pattana Kitiarsa'],en,Religion,0,NOT_MATURE,Routledge,2007-11-09,288
402,The Riddle of Barack Obama,['Avner Falk'],en,Biography & Autobiography,1,NOT_MATURE,ABC-CLIO,2010,335
403,Asian Visions of Authority,['Joint Committee on Southeast Asia'],en,Religion,5,NOT_MATURE,University of Hawaii Press,1994,366
404,Arguing About Religion,['Kevin Timpe'],en,Religion,0,NOT_MATURE,na,2009-01-14,633
405,Readings in philosophy of religion,['Andrew Eshleman'],en,Philosophy,0,NOT_MATURE,Wiley-Blackwell,2008-05-02,512
406,United States Political Science Documents,na,en,Political science,0,NOT_MATURE,na,1981,0
407,Religion- Ethnicity and Modernity in Southeast Asia,['Myung-Seok Oh'],en,Asia- Southeastern,0,NOT_MATURE,na,1998,257
408,Directory of departments and programs of religious studies in North America,['David G. Truemper'- 'Council of Societies for the Study of Religion'],en,Religion,0,NOT_MATURE,na,2002,489
409,Blasphemy,['Alan Dershowitz'],en,Political Science,0,NOT_MATURE,John Wiley & Sons,2007-06-04,195
410,Whose God Rules?,['N. Walker'- 'E. Greenlee'],en,Social Science,0,NOT_MATURE,Springer,2011-12-14,263
411,Atheism and Arithmetic- Or- Mathematical Law in Nature,['Horace Lorenzo Hastings'],en,God,0,NOT_MATURE,na,1885,63
412,Atheism And The Case Against Christ,['Matthew S. Mccormick'],en,Religion,0,NOT_MATURE,Prometheus Books,2012-09-25,332
413,America Declares Independence,['Alan Dershowitz'],en,History,5,NOT_MATURE,John Wiley & Sons Incorporated,2003-03-31,196
414,Gods Arrow Against Atheists,['Henry Smith'],en,Christianity and atheism,0,NOT_MATURE,na,1617,96
415,Gods Arrow Againste Atheists,['Henry Smith'],en,Apologetics,0,NOT_MATURE,na,1607,100
416,The Indian Libertarian,na,en,Economic history,0,NOT_MATURE,na,1972,0
417,Brain Mystery Light and Dark,['Charles Don Keyes'],en,Philosophy,0,NOT_MATURE,Routledge,2006-06-07,184
418,101 Proofs that the Bible is True- an Answer to Atheism,['Charles Orville Benham'],en,Bible,0,NOT_MATURE,na,1944,143
419,Bulletin of the United States Geological Survey,na,en,Geology,0,NOT_MATURE,na,1898,0
420,Get Rommel,['Michael Asher'],en,History,3.5,NOT_MATURE,Hachette UK,2011-12-01,320
421,Annual Report of the Commissioner of Patents,['United States. Patent Office'],en,na,0,NOT_MATURE,na,1872,0
422,Sammy Keyes and the Wedding Crasher,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Knopf Books for Young Readers,2010-10-12,304
423,The Bloody Man,['Bevan Amberhill'],en,Fiction,0,NOT_MATURE,Stratford- Ont. : Mercury Press,1993,216
424,Self-instruction in Practical Business Qualifications,['Charles Stewart Macnair'],en,na,0,NOT_MATURE,na,1890,244
425,1000 Helpful Hints & Valuable Suggestions for Book-keepers and Business Men,['Book-keeper publishing co.- Detroit'],en,Bookkeeping,0,NOT_MATURE,na,1895,104
426,The Railway Agent and Station Agent,na,en,na,0,NOT_MATURE,na,1891,0
427,Devonshire Scream,['Laura Childs'],en,Fiction,4,NOT_MATURE,Penguin,2016-03-01,320
428,Gaywyck,['Vincent Virga'],en,Fiction,3.5,NOT_MATURE,Alyson Publications,1980,385
429,Decisions and Orders of the National Labor Relations Board,['United States. National Labor Relations Board'],en,Labor laws and legislation,0,NOT_MATURE,na,1993,0
430,Food Shortages: Sugar,['United States. Congress. House. Special Committee to Investigate Food Shortages'],en,Meat industry and trade,0,NOT_MATURE,na,1945,0
431,Biennial Report of the Dairy and Food Commissioner of Wisconsin for the Years ...,['Wisconsin Dairy and Food Commission'],en,na,0,NOT_MATURE,na,1893,0
432,Food Shortages,['United States. Congress. House. Special Committee to Investigate Food Shortages'],en,Meat industry and trade,0,NOT_MATURE,na,1945,0
433,Annual Report of the Dairy and Food Commissioner of Wisconsin,['Wisconsin Dairy and Food Commission'],en,Dairy products,0,NOT_MATURE,na,1890,0
434,Biennial Report of the Dairy and Food Commissioner of Wisconsin,['Wisconsin. Dairy and Food Commission'],en,na,0,NOT_MATURE,na,1893,0
435,Food in the Movies- 2d ed.,['Steve Zimmerman'],en,Performing Arts,0,NOT_MATURE,McFarland,2010-07-28,483
436,Chilton's Food Engineering,na,en,Food industry and trade,0,NOT_MATURE,na,1984,0
437,Sammy Keyes and the Hotel Thief,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2003-09-09,192
438,Child Psychopathology,['Jeffrey Haugaard'],en,Psychology,0,NOT_MATURE,McGraw-Hill Humanities/Social Sciences/Languages,2007-10-12,792
439,Directory of Historic House Museums in the United States,['Patricia Chambers Walker'- 'Thomas Graham'],en,History,0,NOT_MATURE,Rowman & Littlefield,2000,488
440,American Furniture in the Metropolitan Museum of Art,['Frances Gruber Safford'- 'Metropolitan Museum of Art (New York- N.Y.)'],en,Furniture,0,NOT_MATURE,Metropolitan Museum of Art,2007,451
441,Catalog of Copyright Entries. Third Series,['Library of Congress. Copyright Office'],en,Copyright,0,NOT_MATURE,Copyright Office- Library of Congress,1961,2054
442,American Furniture,na,en,Furniture,0,NOT_MATURE,na,2002,0
443,American furniture 1997,['Luke Beckerdite'],en,Antiques & Collectibles,0,NOT_MATURE,na,1997,407
444,Register of Retirement Benefit Plans Reported Under the Welfare and Pension Plans Disclosure Act,na,en,Old age pensions,0,NOT_MATURE,na,1983-01-01,0
445,The Jamestown Furniture Industry,['Clarence Carlson'],en,History,0,NOT_MATURE,Arcadia Publishing,2014-01-28,192
446,National Hardwood Magazine,na,en,Hardwoods,0,NOT_MATURE,na,1985,0
447,MacRae's Blue Book,na,en,Manufacturing industries,0,NOT_MATURE,na,1997,0
448,New Orleans. Ediz. inglese,['Rosanna Cirigliano'],en,Travel,0,NOT_MATURE,Bonechi,1989-01-01,60
449,Advances in Information Security and Assurance,['James (Jong Hyuk) Park'- 'Hsiao-Hwa Chen'- 'Mohammed Atiquzzaman'- 'Changhoon Lee'- 'Sang-Soo Yeo'],en,Computers,0,NOT_MATURE,Springer,2009-06-18,841
450,The Complete Guide to Physical Security,['Paul R. Baker'- 'Daniel J. Benny'],en,Business & Economics,5,NOT_MATURE,CRC Press,2016-04-19,360
451,Enterprise 2.0,['Jessica Keyes'],en,Business & Economics,0,NOT_MATURE,CRC Press,2016-04-19,425
452,The Official (ISC)2 Guide to the SSCP CBK,['Adam Gordon'- 'Steven Hernandez'],en,Computers,0,NOT_MATURE,John Wiley & Sons,2016-05-16,928
453,NET Security and Cryptography,['Peter Thorsteinson'- 'G. Gnana Arun Ganesh'],en,Computers,2,NOT_MATURE,Prentice Hall Professional,2004,466
454,Maximum Windows 2000 Security,['Anonymous'- 'Mark Burnett'- 'Chris Amaris'- 'Chris Doyle'- 'L. J. Locher'- 'Rand Morimoto'],en,Computers,0,NOT_MATURE,Sams Publishing,2002,596
455,Information Security and Cryptology - ICISC 2011,['Howon Kim'],en,Computers,0,NOT_MATURE,Springer,2012-07-16,512
456,Engineering Information Security,['Stuart Jacobs'],en,Technology & Engineering,0,NOT_MATURE,John Wiley & Sons,2011-10-31,728
